video_id,comment,like_count
x_Fxfp75mrs,"I purchased a used car a Chevy cruze from a local dealership in Timmins,,my car broke down  after 1 year,,I called the dealership, too ask about my warranty,,where sorry ron your warranty ran out last month,,now  my car is broken dealership won't fix my car unless I pay the huge amount of money, I can't afford,,,,now it's winter I was using  half water and antifreeze,,but it got cold,,even had my car plugged in,,still it froz,,now iv got bigger problems probably the engine block cracked from frozen,,can you help me out I need my vehicle for medical appointments and ,family members  need a ride often,,I'd really like too try a electric vehicle,,in winter,,can you donate one electric vehicle, it would be used  often  for myself and family members trips too Timmins 1hr drive or the Sudbury trip,,Costco shopping,,the wife's favorite store my 9 year old girl, loves Costco shopping,,me pushing the cart around 3 hrs, ,the ride back too Timmins too Sudbury 3,1/2,,hrs,,being older on a limited budget that car but me in the hole,,it's all payed off the day I got it,,now it's broken not even long enough too enjoy a family trip, ,so disappointed in the dealership, for taking my money with  a 1year warranty, it ruined our Christmas shopping, doctors appointments, taking my little girl too school each morning all year that dealership in Timmins really messed up on used car sale failure too fix there vehicle afterwards, can GM,,help me out with a new electric vehicle, donation,,my car repair is too expensive, ,I was speaking too a local garage in timmins regarding my car ,,2 phone calls  iv made, it's the dealership who sold a Lemmon too you,,I even tried the better business Bureau, ,to get help, unfortunately your car warranty ran out after your chevy cruze broke down outside of your warranty, ,so disappointed in that dealership, ,,kia,,timmins, ,selling me a car that broke down after the warranty expired,,iv checked reviews on kia timmins, ,not good stories, ,so upsetting seeing my new broken car ,,,,can Gm,Canada, ,help me please, ,,can Gm,donate me 1 new electric vehicle,,for our family, ,id be able too take my wife and little girl shopping at Costco and Christmas shopping in Sudbury Ontario Canada, ,3 hr drive, all the wife's medical appointments, ,cause she had a heart attack the year before, ,things did a flip everything was going wrong wife heart attack, ,me I purchased a used car it broke down after 1 year, ,now her son went into surgery, ,open heart surgery,,a lot of things being need fixing, ,we are looking after her son who had surgery, ,his appointments are 3 ,,1/2,,hrs too Sudbury Ontario,,I have the purchase paperwork still, for my car ,Bill of sale, ,,can GM,,Canada help us",0
x_Fxfp75mrs,GM is beaten by Tesla and retaliates on Twitter. Pathetic,1
x_Fxfp75mrs,No more Ads no more GM in my life. Boycotting Twitter is a shame. Y’all want a single brain customer 🎃🤮🤮🤮 Wokism at best,1
x_Fxfp75mrs,"I am fully restoring a Chevy pickup truck and have put $27,000 in the truck so far.  I will be removing the logos from my Chevy truck tomorrow.  

 Hell I might even put Twitter logos On it instead.   I bet that will catch some eyes. 

That's what I think about your anti-American views.",0
x_Fxfp75mrs,"You left Twitter? Why? Because you are communist traitors and racist bigots?
No loss. Buh bye!",0
x_Fxfp75mrs,"Research everything huh! Address some of these things head on huh! GM can’t even fix the problems your product line has now. Afm/ DOD lifter failure, torque converter’s, transmission’s. You can’t even stand by your product now and you think we trust you with a EV 😂.",0
x_Fxfp75mrs,"I ask that you take away the no option-forced to purchase the $1500 3 year subscription to onstar for any new GM product ? 

Answer that ..",0
x_Fxfp75mrs,Just want you to know that I’ll never purchase another GM vehicle for forcing people to purchase and pay for a $1500/ 3 year subscription to onstar for any new vehicle.,2
x_Fxfp75mrs,Hey I'm an idea person I was thinking I'd like to see some history of the Catolytic converter what works and has  been tried so I'll know to keep going or forget it,0
x_Fxfp75mrs,GM is never welcome in Australia again. Garbage car company after what they did to Holden. Chev not popular  or GM.,0
x_Fxfp75mrs,"No other automaker. 

Tesla. 👀",0
x_Fxfp75mrs,How about making a basic five speed truck.  I dont want a truck with all the dials and buttons.  I dont need heated seats and automatic everything.  I just want a basic truck that is reliable and safe.  Something I can drive for ten plus years and then give to one of my kids when I buy a new one.  Come on GM.  Can't you do that?,0
x_Fxfp75mrs,Gordon Johnson's dad??? hmmm,0
x_Fxfp75mrs,General Motors is the BEST company of the WORLD !,1
x_Fxfp75mrs,"1.What Are In General Motors (J-Body) Platform for Cars (Coupes-Sedans-Convertibles-Station Wagons) on 1st-3rd Generations in Exterior/Interior-(Updates) Used from (1981-2005 Makes/Models Updated History) is?

2.What Are In General Motors (J-Body) Platform on Automatic and Manual Transmission (Floor/Console Mounted) Shifters Used from (1981-2005 Makes/Models Updated History) is?",0
x_Fxfp75mrs,"1.What Are In General Motors (N-Body) Platform for Cars (Coupes-Sedans) on 1st-3rd Generations in Exterior/Interior-(Updates) Used from (1984-2005 Makes/Models Updated History) is?

2.What Are In General Motors (N-Body) Platform on Automatic and Manual Transmission (Floor/Console & Steering Column Mounted) Shifters Used from (1984-2005 Makes/Models Updated History) is?",0
x_Fxfp75mrs,"1.What Are In General Motors (W-Body) Platform for Cars (Coupes-Sedans-Convertibles) on 1st-3rd Generations in Exterior/Interior-(Updates) Used from (1987-2016 Makes/Models Updated History) is?

2.What Are In General Motors (W-Body) Platform on Automatic and Manual Transmission (Floor/Console & Steering Column Mounted) Shifters Used from (1987-2016 Makes/Models Updated History) is?",0
x_Fxfp75mrs,"I hope this video tells us more about when my Cadillac Lyriq will get delivered vs saying Summer or Fall.  Also, will it have Ultra Cruise updates, the Qualcomm Snapdragon Digital Chassis reads as if it can handle it.  Also, will there be augmented reality since it won't have the HUD?  I am getting nervous and wondering if I should wait for the 2024 model.  Thank you guys for putting this out.  I am watching it now.",0
x_Fxfp75mrs,"日本には、日本特有の独自の土地の特徴があるから、
その特徴に合わせた生活様式を確立してきたんよ。

この俺様の言葉を理解したかったら、日本語を習ってねー。",0
x_Fxfp75mrs,Very informative video given it’s short duration.  Also liked the format.,3
x_Fxfp75mrs,Design self charging ev car and trucks..add generator to axle drive train and or differential s..dual battery charge and discharge set up..this Design will charge itself..no need to stop to charge,0
x_Fxfp75mrs,GM can’t even make a decent gas powered vehicle they need to master that before they try there hands at electric engines.,1
x_Fxfp75mrs,There is also the Buick Electra SUV coming out for the 2024 model year.,1
x_Fxfp75mrs,"why GM CLOSED ITS PLANTS, WORLD WIDE ...WITHOUT TAKING CARE OF ITS OWN EMPLOYEES.... HOW PEOPLE TRUST IF GM CLOSED ITS FACTORY WITHIN 10-15 YEARS ...PEOPLE NOT HAPPY BECAUSE OF FACTROY CLOSER SPARE  availability ISSUES",0
x_Fxfp75mrs,"When are we gonna see an electric Camaro (that is NOT an SUV, don’t do that to yourselves)?",0
