,Positive,Neutral,Negative,Compound
3917,0.0,1.0,0.0,0.0
3918,0.0,1.0,0.0,0.0
3919,0.049,0.851,0.1,-0.4782
3920,0.0,1.0,0.0,0.0
3921,0.0,1.0,0.0,0.0
3922,0.0,1.0,0.0,0.0
3923,0.839,0.161,0.0,0.6369
3924,0.093,0.851,0.057,0.1027
3925,0.0,0.196,0.804,-0.6249
3926,0.714,0.286,0.0,0.3612
3927,0.0,1.0,0.0,0.0
3928,0.0,1.0,0.0,0.0
3929,0.0,1.0,0.0,0.0
3930,0.0,1.0,0.0,0.0
3931,0.0,1.0,0.0,0.0
3932,0.0,1.0,0.0,0.0
3933,0.0,1.0,0.0,0.0
3934,0.0,1.0,0.0,0.0
3935,0.0,1.0,0.0,0.0
3936,0.0,1.0,0.0,0.0
3937,0.0,1.0,0.0,0.0
3938,0.0,1.0,0.0,0.0
3939,0.0,1.0,0.0,0.0
3940,1.0,0.0,0.0,0.4215
3941,0.0,1.0,0.0,0.0
3942,0.0,1.0,0.0,0.0
3943,0.297,0.703,0.0,0.9698
3944,0.0,1.0,0.0,0.0
3945,0.0,1.0,0.0,0.0
3946,0.0,1.0,0.0,0.0
3947,0.0,0.0,0.0,0.0
3948,0.0,1.0,0.0,0.0
3949,0.0,1.0,0.0,0.0
3950,0.661,0.339,0.0,0.5994
3951,0.0,1.0,0.0,0.0
3952,0.0,1.0,0.0,0.0
3953,0.0,1.0,0.0,0.0
3954,0.0,1.0,0.0,0.0
3955,1.0,0.0,0.0,0.5574
3956,0.0,0.476,0.524,-0.296
3957,0.619,0.381,0.0,0.9644
3958,0.0,1.0,0.0,0.0
3959,0.0,1.0,0.0,0.0
3960,0.0,1.0,0.0,0.0
3961,0.455,0.545,0.0,0.3612
3962,0.0,0.476,0.524,-0.296
3963,0.0,1.0,0.0,0.0
3964,0.0,1.0,0.0,0.0
3965,0.0,0.476,0.524,-0.296
3966,0.607,0.393,0.0,0.4754
3967,0.0,1.0,0.0,0.0
3968,0.583,0.417,0.0,0.6369
3969,0.531,0.469,0.0,0.5267
3970,0.607,0.393,0.0,0.4754
3971,0.0,1.0,0.0,0.0
3972,0.277,0.723,0.0,0.3182
3973,0.0,1.0,0.0,0.0
3974,0.429,0.571,0.0,0.7184
3975,0.815,0.185,0.0,0.9222
3976,0.0,1.0,0.0,0.0
3977,0.0,1.0,0.0,0.0
3978,0.0,1.0,0.0,0.0
3979,0.405,0.595,0.0,0.7297
3980,0.0,1.0,0.0,0.0
3981,0.0,1.0,0.0,0.0
3982,0.375,0.625,0.0,0.5859
3983,0.0,1.0,0.0,0.0
3984,0.623,0.377,0.0,0.5106
3985,0.0,1.0,0.0,0.0
3986,0.0,1.0,0.0,0.0
3987,0.0,1.0,0.0,0.0
3988,0.467,0.533,0.0,0.3612
3989,0.0,1.0,0.0,0.0
3990,0.0,1.0,0.0,0.0
3991,0.0,1.0,0.0,0.0
3992,0.0,1.0,0.0,0.0
3993,0.0,1.0,0.0,0.0
3994,0.0,1.0,0.0,0.0
3995,0.0,1.0,0.0,0.0
3996,0.0,0.855,0.145,-0.5267
3997,0.0,1.0,0.0,0.0
3998,0.0,1.0,0.0,0.0
3999,0.0,1.0,0.0,0.0
4000,0.0,1.0,0.0,0.0
4001,0.0,1.0,0.0,0.0
4002,0.0,0.263,0.737,-0.4215
4003,0.472,0.528,0.0,0.891
4004,0.737,0.263,0.0,0.4215
4005,0.218,0.782,0.0,0.7297
4006,0.0,1.0,0.0,0.0
4007,0.0,1.0,0.0,0.0
4008,0.0,1.0,0.0,0.0
4009,0.0,1.0,0.0,0.0
4010,0.302,0.698,0.0,0.0772
4011,0.0,1.0,0.0,0.0
4012,0.0,1.0,0.0,0.0
4013,0.0,1.0,0.0,0.0
4014,0.0,1.0,0.0,0.0
4015,0.0,1.0,0.0,0.0
4016,0.0,1.0,0.0,0.0
4017,0.0,1.0,0.0,0.0
4018,0.0,1.0,0.0,0.0
4019,0.0,1.0,0.0,0.0
4020,0.0,1.0,0.0,0.0
4021,0.0,1.0,0.0,0.0
4022,0.0,1.0,0.0,0.0
4023,0.0,1.0,0.0,0.0
4024,0.0,1.0,0.0,0.0
4025,0.0,1.0,0.0,0.0
4026,0.0,1.0,0.0,0.0
4027,0.0,1.0,0.0,0.0
4028,0.0,0.828,0.172,-0.4019
4029,0.0,1.0,0.0,0.0
4030,0.0,1.0,0.0,0.0
4031,0.0,1.0,0.0,0.0
4032,0.0,1.0,0.0,0.0
4033,0.0,1.0,0.0,0.0
4034,0.0,0.263,0.737,-0.4215
4035,0.0,1.0,0.0,0.0
4036,0.346,0.452,0.202,0.3117
4037,0.0,1.0,0.0,0.0
4038,0.0,1.0,0.0,0.0
4039,0.0,1.0,0.0,0.0
4040,0.0,1.0,0.0,0.0
4041,0.0,1.0,0.0,0.0
4042,0.0,1.0,0.0,0.0
4043,0.0,1.0,0.0,0.0
4044,0.412,0.588,0.0,0.6369
4045,0.0,1.0,0.0,0.0
4046,0.0,1.0,0.0,0.0
4047,0.0,1.0,0.0,0.0
4048,0.0,1.0,0.0,0.0
4049,0.0,1.0,0.0,0.0
4050,0.091,0.909,0.0,0.1531
4051,0.274,0.726,0.0,0.8422
4052,0.0,1.0,0.0,0.0
4053,0.744,0.256,0.0,0.4404
4054,0.0,0.476,0.524,-0.296
4055,0.0,0.476,0.524,-0.296
4056,0.0,0.476,0.524,-0.296
4057,0.3,0.7,0.0,0.4588
4058,0.0,1.0,0.0,0.0
4059,1.0,0.0,0.0,0.6369
4060,0.0,1.0,0.0,0.0
4061,0.0,1.0,0.0,0.0
4062,0.0,1.0,0.0,0.0
4063,0.216,0.567,0.216,0.25
4064,0.0,1.0,0.0,0.0
4065,0.394,0.606,0.0,0.0772
4066,0.0,1.0,0.0,0.0
4067,0.0,1.0,0.0,0.0
4068,0.0,1.0,0.0,0.0
4069,0.0,1.0,0.0,0.0
4070,0.0,0.577,0.423,-0.296
4071,0.0,1.0,0.0,0.0
4072,0.583,0.417,0.0,0.6369
4073,0.0,1.0,0.0,0.0
4074,0.42,0.58,0.0,0.4404
4075,0.0,1.0,0.0,0.0
4076,0.0,1.0,0.0,0.0
4077,0.188,0.785,0.026,0.8519
4078,1.0,0.0,0.0,0.4404
4079,0.661,0.339,0.0,0.5994
4080,1.0,0.0,0.0,0.5994
4081,0.0,1.0,0.0,0.0
4082,0.0,1.0,0.0,0.0
4083,0.508,0.492,0.0,0.4754
4084,0.0,0.4,0.6,-0.128
4085,0.381,0.619,0.0,0.7125
4086,0.796,0.204,0.0,0.5994
4087,1.0,0.0,0.0,0.4215
4088,0.316,0.684,0.0,0.8519
4089,0.0,1.0,0.0,0.0
4090,0.0,1.0,0.0,0.0
4091,0.508,0.492,0.0,0.4754
4092,0.0,1.0,0.0,0.0
4093,0.714,0.286,0.0,0.3612
4094,0.0,1.0,0.0,0.0
4095,0.0,1.0,0.0,0.0
4096,0.0,1.0,0.0,0.0
4097,0.0,1.0,0.0,0.0
4098,0.0,1.0,0.0,0.0
4099,0.247,0.753,0.0,0.3182
4100,0.0,0.946,0.054,-0.4767
4101,0.045,0.955,0.0,0.3182
4102,0.0,1.0,0.0,0.0
4103,0.0,1.0,0.0,0.0
4104,0.0,1.0,0.0,0.0
4105,0.0,1.0,0.0,0.0
4106,0.0,1.0,0.0,0.0
4107,0.0,1.0,0.0,0.0
4108,0.0,1.0,0.0,0.0
4109,0.677,0.323,0.0,0.6369
4110,0.0,1.0,0.0,0.0
4111,0.0,1.0,0.0,0.0
4112,0.5,0.5,0.0,0.8402
4113,0.0,0.566,0.434,-0.3182
4114,0.185,0.815,0.0,0.3612
4115,0.0,1.0,0.0,0.0
4116,1.0,0.0,0.0,0.4215
4117,0.0,1.0,0.0,0.0
4118,0.0,1.0,0.0,0.0
4119,0.425,0.575,0.0,0.5719
4120,0.0,1.0,0.0,0.0
4121,0.394,0.606,0.0,0.5994
4122,0.754,0.246,0.0,0.9545
4123,0.0,1.0,0.0,0.0
4124,0.0,1.0,0.0,0.0
4125,0.0,1.0,0.0,0.0
4126,0.605,0.395,0.0,0.7297
4127,0.245,0.755,0.0,0.0772
4128,0.0,1.0,0.0,0.0
4129,0.0,1.0,0.0,0.0
4130,1.0,0.0,0.0,0.4215
4131,0.689,0.311,0.0,0.7688
4132,0.0,1.0,0.0,0.0
4133,0.722,0.278,0.0,0.1531
4134,0.196,0.804,0.0,0.8591
4135,0.25,0.536,0.214,0.1027
4136,0.245,0.755,0.0,0.0772
4137,0.0,1.0,0.0,0.0
4138,0.0,1.0,0.0,0.0
4139,0.0,1.0,0.0,0.0
4140,0.0,1.0,0.0,0.0
4141,0.348,0.652,0.0,0.4939
4142,0.0,1.0,0.0,0.0
4143,0.0,1.0,0.0,0.0
4144,0.447,0.319,0.234,0.4588
4145,0.0,1.0,0.0,0.0
4146,0.0,1.0,0.0,0.0
4147,0.0,1.0,0.0,0.0
4148,0.0,1.0,0.0,0.0
4149,0.398,0.602,0.0,0.765
4150,0.0,1.0,0.0,0.0
4151,0.808,0.192,0.0,0.6369
4152,0.14,0.86,0.0,0.0772
4153,0.447,0.319,0.234,0.4588
4154,0.447,0.319,0.234,0.4588
4155,0.0,1.0,0.0,0.0
4156,0.0,1.0,0.0,0.0
4157,0.059,0.941,0.0,0.3612
4158,0.0,1.0,0.0,0.0
4159,0.0,1.0,0.0,0.0
4160,0.0,0.645,0.355,-0.296
4161,0.0,1.0,0.0,0.0
4162,0.0,1.0,0.0,0.0
4163,0.412,0.588,0.0,0.6369
4164,0.405,0.595,0.0,0.7783
4165,0.0,1.0,0.0,0.0
4166,0.0,0.0,0.0,0.0
4167,0.0,1.0,0.0,0.0
4168,0.0,1.0,0.0,0.0
4169,0.379,0.621,0.0,0.7717
4170,0.0,1.0,0.0,0.0
4171,0.756,0.244,0.0,0.4754
4172,0.0,0.217,0.783,-0.7351
4173,0.0,1.0,0.0,0.0
4174,0.0,1.0,0.0,0.0
4175,0.646,0.354,0.0,0.9468
4176,0.0,1.0,0.0,0.0
4177,0.0,1.0,0.0,0.0
4178,0.0,1.0,0.0,0.0
4179,0.324,0.676,0.0,0.34
4180,0.0,1.0,0.0,0.0
4181,0.0,1.0,0.0,0.0
4182,0.307,0.657,0.036,0.9832
4183,0.0,1.0,0.0,0.0
4184,0.0,1.0,0.0,0.0
4185,0.447,0.319,0.234,0.4588
4186,0.86,0.14,0.0,0.7297
4187,0.0,1.0,0.0,0.0
4188,0.0,0.577,0.423,-0.296
4189,0.0,1.0,0.0,0.0
4190,0.0,1.0,0.0,0.0
4191,0.0,1.0,0.0,0.0
4192,0.0,1.0,0.0,0.0
4193,0.0,1.0,0.0,0.0
4194,0.0,1.0,0.0,0.0
4195,0.0,1.0,0.0,0.0
4196,0.0,1.0,0.0,0.0
4197,0.0,0.476,0.524,-0.296
4198,0.677,0.323,0.0,0.6369
4199,0.0,1.0,0.0,0.0
4200,0.583,0.417,0.0,0.6369
4201,0.0,1.0,0.0,0.0
4202,0.0,1.0,0.0,0.0
4203,0.494,0.506,0.0,0.5994
4204,0.0,1.0,0.0,0.0
4205,0.0,1.0,0.0,0.0
4206,0.0,0.854,0.146,-0.34
4207,0.583,0.417,0.0,0.6369
4208,0.0,1.0,0.0,0.0
4209,0.0,1.0,0.0,0.0
4210,0.0,1.0,0.0,0.0
4211,0.412,0.588,0.0,0.6369
4212,0.605,0.395,0.0,0.9055
4213,0.836,0.164,0.0,0.9981
4214,0.982,0.018,0.0,0.9946
4215,0.064,0.936,0.0,0.0772
4216,0.0,1.0,0.0,0.0
4217,1.0,0.0,0.0,0.9736
4218,0.677,0.323,0.0,0.6369
4219,0.879,0.121,0.0,0.9386
4220,0.0,1.0,0.0,0.0
4221,0.0,1.0,0.0,0.0
4222,0.754,0.246,0.0,0.9055
4223,0.754,0.246,0.0,0.9055
4224,0.0,1.0,0.0,0.0
4225,0.0,1.0,0.0,0.0
4226,0.0,1.0,0.0,0.0
4227,0.0,1.0,0.0,0.0
4228,0.318,0.682,0.0,0.4215
4229,0.0,1.0,0.0,0.0
4230,0.838,0.162,0.0,0.9849
4231,0.0,1.0,0.0,0.0
4232,0.718,0.282,0.0,0.8807
4233,0.607,0.393,0.0,0.4754
4234,0.0,1.0,0.0,0.0
4235,0.0,0.631,0.369,-0.6249
4236,0.0,1.0,0.0,0.0
4237,0.0,1.0,0.0,0.0
4238,0.0,1.0,0.0,0.0
4239,0.0,1.0,0.0,0.0
4240,0.0,1.0,0.0,0.0
4241,0.0,1.0,0.0,0.0
4242,0.0,1.0,0.0,0.0
4243,0.565,0.435,0.0,0.0772
4244,0.0,1.0,0.0,0.0
4245,0.0,1.0,0.0,0.0
4246,0.545,0.455,0.0,0.34
4247,0.244,0.756,0.0,0.4404
4248,0.0,1.0,0.0,0.0
4249,0.0,1.0,0.0,0.0
4250,0.119,0.881,0.0,0.3182
4251,0.0,1.0,0.0,0.0
4252,0.0,1.0,0.0,0.0
4253,0.0,1.0,0.0,0.0
4254,0.0,1.0,0.0,0.0
4255,0.0,1.0,0.0,0.0
4256,0.0,1.0,0.0,0.0
4257,0.0,1.0,0.0,0.0
4258,0.948,0.052,0.0,0.9545
4259,0.494,0.506,0.0,0.5994
4260,0.457,0.543,0.0,0.6369
4261,0.0,1.0,0.0,0.0
4262,0.447,0.319,0.234,0.4588
4263,0.0,1.0,0.0,0.0
4264,0.245,0.755,0.0,0.0772
4265,0.0,1.0,0.0,0.0
4266,0.0,1.0,0.0,0.0
4267,0.398,0.602,0.0,0.765
4268,0.0,1.0,0.0,0.0
4269,0.0,1.0,0.0,0.0
4270,0.0,0.863,0.137,-0.5423
4271,0.783,0.217,0.0,0.9991
4272,0.0,1.0,0.0,0.0
4273,0.0,1.0,0.0,0.0
4274,0.231,0.769,0.0,0.2023
4275,0.0,1.0,0.0,0.0
4276,0.0,1.0,0.0,0.0
4277,0.178,0.822,0.0,0.0772
4278,0.0,1.0,0.0,0.0
4279,0.0,1.0,0.0,0.0
4280,0.883,0.117,0.0,0.9333
4281,0.0,1.0,0.0,0.0
4282,0.762,0.238,0.0,0.4939
4283,0.0,1.0,0.0,0.0
4284,0.214,0.755,0.031,0.9367
4285,0.0,1.0,0.0,0.0
4286,0.0,1.0,0.0,0.0
4287,0.0,1.0,0.0,0.0
4288,0.0,1.0,0.0,0.0
4289,0.607,0.393,0.0,0.4754
4290,0.0,1.0,0.0,0.0
4291,0.737,0.263,0.0,0.4215
4292,0.0,1.0,0.0,0.0
4293,0.0,1.0,0.0,0.0
4294,0.0,1.0,0.0,0.0
4295,0.0,1.0,0.0,0.0
4296,0.0,1.0,0.0,0.0
4297,0.0,1.0,0.0,0.0
4298,0.0,1.0,0.0,0.0
4299,0.0,1.0,0.0,0.0
4300,0.0,1.0,0.0,0.0
4301,0.255,0.607,0.138,0.5994
4302,0.804,0.196,0.0,0.6249
4303,0.0,1.0,0.0,0.0
4304,0.0,1.0,0.0,0.0
4305,0.0,1.0,0.0,0.0
4306,0.412,0.588,0.0,0.6369
4307,0.0,1.0,0.0,0.0
4308,0.0,0.0,0.0,0.0
4309,0.0,1.0,0.0,0.0
4310,1.0,0.0,0.0,0.4215
4311,0.663,0.337,0.0,0.7096
4312,0.0,1.0,0.0,0.0
4313,0.0,1.0,0.0,0.0
4314,0.583,0.417,0.0,0.6369
4315,0.0,1.0,0.0,0.0
4316,0.899,0.101,0.0,0.8374
4317,0.115,0.885,0.0,0.0772
4318,0.677,0.323,0.0,0.6369
4319,0.423,0.577,0.0,0.9975
4320,0.306,0.556,0.139,0.4215
4321,0.0,1.0,0.0,0.0
4322,0.34,0.66,0.0,0.4754
4323,0.0,1.0,0.0,0.0
4324,0.0,1.0,0.0,0.0
4325,0.43,0.57,0.0,0.7783
4326,0.0,1.0,0.0,0.0
4327,0.512,0.488,0.0,0.6369
4328,0.0,1.0,0.0,0.0
4329,0.0,1.0,0.0,0.0
4330,0.0,1.0,0.0,0.0
4331,0.352,0.553,0.095,0.7269
4332,0.0,1.0,0.0,0.0
4333,0.748,0.252,0.0,0.9169
4334,0.0,1.0,0.0,0.0
4335,0.0,1.0,0.0,0.0
4336,0.0,1.0,0.0,0.0
4337,0.0,1.0,0.0,0.0
4338,0.0,1.0,0.0,0.0
4339,0.0,1.0,0.0,0.0
4340,0.127,0.873,0.0,0.6369
4341,0.0,1.0,0.0,0.0
4342,0.0,1.0,0.0,0.0
4343,0.412,0.588,0.0,0.6369
4344,0.0,1.0,0.0,0.0
4345,0.0,1.0,0.0,0.0
4346,0.0,1.0,0.0,0.0
4347,0.286,0.714,0.0,0.4588
4348,0.276,0.724,0.0,0.6369
4349,1.0,0.0,0.0,0.4215
4350,0.0,0.375,0.625,-0.6124
4351,0.0,1.0,0.0,0.0
4352,1.0,0.0,0.0,0.5994
4353,0.0,1.0,0.0,0.0
4354,0.452,0.548,0.0,0.765
4355,0.0,1.0,0.0,0.0
4356,0.0,1.0,0.0,0.0
4357,0.0,1.0,0.0,0.0
4358,0.0,1.0,0.0,0.0
4359,0.0,1.0,0.0,0.0
4360,0.0,1.0,0.0,0.0
4361,0.0,1.0,0.0,0.0
4362,0.0,1.0,0.0,0.0
4363,0.0,1.0,0.0,0.0
4364,0.0,1.0,0.0,0.0
4365,0.0,1.0,0.0,0.0
4366,0.0,1.0,0.0,0.0
4367,0.0,1.0,0.0,0.0
4368,0.0,0.465,0.535,-0.3182
4369,0.512,0.488,0.0,0.6369
4370,0.0,1.0,0.0,0.0
4371,0.0,1.0,0.0,0.0
4372,0.416,0.396,0.188,0.5106
4373,0.0,1.0,0.0,0.0
4374,0.0,1.0,0.0,0.0
4375,0.0,1.0,0.0,0.0
4376,0.0,1.0,0.0,0.0
4377,0.0,1.0,0.0,0.0
4378,0.0,1.0,0.0,0.0
4379,0.672,0.328,0.0,0.9545
4380,0.0,1.0,0.0,0.0
4381,0.0,1.0,0.0,0.0
4382,0.0,1.0,0.0,0.0
4383,0.0,1.0,0.0,0.0
4384,0.0,1.0,0.0,0.0
4385,0.677,0.323,0.0,0.6369
4386,0.329,0.671,0.0,0.5994
4387,0.512,0.488,0.0,0.6369
4388,0.0,1.0,0.0,0.0
4389,0.0,0.597,0.403,-0.4019
4390,0.574,0.426,0.0,0.4019
4391,0.0,1.0,0.0,0.0
4392,0.0,1.0,0.0,0.0
4393,0.0,0.577,0.423,-0.296
4394,0.0,1.0,0.0,0.0
4395,0.0,1.0,0.0,0.0
4396,0.0,1.0,0.0,0.0
4397,0.0,1.0,0.0,0.0
4398,0.0,1.0,0.0,0.0
4399,0.0,1.0,0.0,0.0
4400,0.0,1.0,0.0,0.0
4401,0.0,1.0,0.0,0.0
4402,0.583,0.417,0.0,0.6369
4403,0.0,1.0,0.0,0.0
4404,1.0,0.0,0.0,0.4215
4405,0.099,0.901,0.0,0.5106
4406,0.0,1.0,0.0,0.0
4407,0.0,1.0,0.0,0.0
4408,0.0,1.0,0.0,0.0
4409,0.0,1.0,0.0,0.0
4410,0.375,0.625,0.0,0.6369
4411,0.773,0.227,0.0,0.8816
4412,0.0,1.0,0.0,0.0
4413,0.0,1.0,0.0,0.0
4414,0.677,0.323,0.0,0.6369
4415,0.211,0.789,0.0,0.34
4416,0.512,0.488,0.0,0.6369
4417,0.0,1.0,0.0,0.0
4418,0.0,1.0,0.0,0.0
4419,0.0,1.0,0.0,0.0
4420,0.0,1.0,0.0,0.0
4421,0.0,1.0,0.0,0.0
4422,0.0,1.0,0.0,0.0
4423,0.0,0.0,0.0,0.0
4424,0.0,0.0,0.0,0.0
4425,0.0,1.0,0.0,0.0
4426,0.0,0.0,0.0,0.0
4427,0.0,1.0,0.0,0.0
4428,0.0,1.0,0.0,0.0
4429,0.0,1.0,0.0,0.0
4430,0.0,1.0,0.0,0.0
4431,1.0,0.0,0.0,0.4404
4432,0.0,1.0,0.0,0.0
4433,0.0,1.0,0.0,0.0
4434,0.0,1.0,0.0,0.0
4435,0.0,1.0,0.0,0.0
4436,1.0,0.0,0.0,0.9055
4437,0.167,0.833,0.0,0.3818
4438,0.0,1.0,0.0,0.0
4439,0.0,1.0,0.0,0.0
4440,0.912,0.088,0.0,0.9849
4441,0.0,1.0,0.0,0.0
4442,0.0,1.0,0.0,0.0
4443,0.0,1.0,0.0,0.0
4444,0.0,0.0,0.0,0.0
4445,0.0,1.0,0.0,0.0
4446,0.0,1.0,0.0,0.0
4447,0.0,1.0,0.0,0.0
4448,0.0,1.0,0.0,0.0
4449,0.0,1.0,0.0,0.0
4450,0.0,1.0,0.0,0.0
4451,0.0,1.0,0.0,0.0
4452,0.0,1.0,0.0,0.0
4453,0.0,1.0,0.0,0.0
4454,0.0,1.0,0.0,0.0
4455,0.0,1.0,0.0,0.0
4456,0.0,1.0,0.0,0.0
4457,0.0,1.0,0.0,0.0
4458,0.412,0.588,0.0,0.6369
4459,0.0,0.0,1.0,-0.34
4460,0.0,1.0,0.0,0.0
4461,0.722,0.278,0.0,0.3818
4462,0.0,0.0,0.0,0.0
4463,0.078,0.848,0.074,0.0258
4464,0.0,1.0,0.0,0.0
4465,0.722,0.278,0.0,0.3818
4466,0.0,0.0,0.0,0.0
4467,0.078,0.848,0.074,0.0258
4468,0.0,1.0,0.0,0.0
4469,0.722,0.278,0.0,0.3818
4470,0.0,0.0,0.0,0.0
4471,0.078,0.848,0.074,0.0258
4472,0.0,1.0,0.0,0.0
4473,0.722,0.278,0.0,0.3818
4474,0.0,0.0,0.0,0.0
4475,0.078,0.848,0.074,0.0258
4476,0.0,1.0,0.0,0.0
4477,0.722,0.278,0.0,0.3818
4478,0.0,0.0,0.0,0.0
4479,0.078,0.848,0.074,0.0258
4480,0.0,1.0,0.0,0.0
4481,1.0,0.0,0.0,0.4404
4482,0.0,1.0,0.0,0.0
4483,0.0,1.0,0.0,0.0
4484,0.361,0.639,0.0,0.9968
4485,0.722,0.278,0.0,0.3818
4486,0.0,0.0,0.0,0.0
4487,0.078,0.848,0.074,0.0258
4488,0.0,1.0,0.0,0.0
4489,0.722,0.278,0.0,0.3818
4490,0.0,0.0,0.0,0.0
4491,0.078,0.848,0.074,0.0258
4492,0.0,1.0,0.0,0.0
4493,0.722,0.278,0.0,0.3818
4494,0.0,0.0,0.0,0.0
4495,0.078,0.848,0.074,0.0258
4496,0.0,1.0,0.0,0.0
4497,0.722,0.278,0.0,0.3818
4498,0.0,0.0,0.0,0.0
4499,0.078,0.848,0.074,0.0258
4500,0.0,1.0,0.0,0.0
4501,0.722,0.278,0.0,0.3818
4502,0.0,0.0,0.0,0.0
4503,0.078,0.848,0.074,0.0258
4504,0.0,1.0,0.0,0.0
4505,0.722,0.278,0.0,0.3818
4506,0.0,0.0,0.0,0.0
4507,0.078,0.848,0.074,0.0258
4508,0.0,1.0,0.0,0.0
4509,0.722,0.278,0.0,0.3818
4510,0.0,0.0,0.0,0.0
4511,0.078,0.848,0.074,0.0258
4512,0.0,1.0,0.0,0.0
4513,0.0,0.638,0.362,-0.5267
4514,0.0,1.0,0.0,0.0
4515,0.0,0.875,0.125,-0.5106
4516,0.11,0.89,0.0,0.1531
4517,0.0,1.0,0.0,0.0
4518,0.759,0.241,0.0,0.9274
4519,0.0,1.0,0.0,0.0
4520,0.0,1.0,0.0,0.0
4521,0.466,0.534,0.0,0.9906
4522,0.784,0.216,0.0,0.9386
4523,0.0,1.0,0.0,0.0
4524,0.0,1.0,0.0,0.0
4525,0.0,1.0,0.0,0.0
4526,0.0,1.0,0.0,0.0
4527,0.237,0.601,0.163,0.3522
4528,0.0,1.0,0.0,0.0
4529,0.0,1.0,0.0,0.0
4530,0.0,1.0,0.0,0.0
4531,0.0,0.0,0.0,0.0
4532,0.0,1.0,0.0,0.0
4533,0.0,1.0,0.0,0.0
4534,0.0,0.0,0.0,0.0
4535,0.0,1.0,0.0,0.0
4536,0.0,1.0,0.0,0.0
4537,0.0,0.0,0.0,0.0
4538,0.0,1.0,0.0,0.0
4539,0.0,1.0,0.0,0.0
4540,0.405,0.595,0.0,0.7297
4541,0.0,1.0,0.0,0.0
4542,0.0,1.0,0.0,0.0
4543,0.405,0.595,0.0,0.7297
4544,0.0,1.0,0.0,0.0
4545,0.0,1.0,0.0,0.0
4546,0.0,0.0,0.0,0.0
4547,0.0,1.0,0.0,0.0
4548,0.0,1.0,0.0,0.0
4549,0.0,0.0,0.0,0.0
4550,0.0,1.0,0.0,0.0
4551,0.204,0.796,0.0,0.3182
4552,0.0,1.0,0.0,0.0
4553,0.0,1.0,0.0,0.0
4554,0.302,0.698,0.0,0.0772
4555,0.0,1.0,0.0,0.0
4556,0.0,1.0,0.0,0.0
4557,0.0,1.0,0.0,0.0
4558,0.0,1.0,0.0,0.0
4559,0.0,1.0,0.0,0.0
4560,0.0,1.0,0.0,0.0
4561,0.259,0.741,0.0,0.4215
4562,0.0,1.0,0.0,0.0
4563,0.0,1.0,0.0,0.0
4564,0.181,0.571,0.248,-0.1779
4565,0.0,1.0,0.0,0.0
4566,0.754,0.246,0.0,0.9829
4567,0.0,1.0,0.0,0.0
4568,1.0,0.0,0.0,0.4215
4569,0.592,0.408,0.0,0.4404
4570,0.756,0.244,0.0,0.4754
4571,0.0,0.0,0.0,0.0
4572,0.0,1.0,0.0,0.0
4573,0.0,0.0,0.0,0.0
4574,0.0,1.0,0.0,0.0
4575,0.756,0.244,0.0,0.4754
4576,0.0,0.0,0.0,0.0
4577,0.0,1.0,0.0,0.0
4578,0.0,0.0,0.0,0.0
4579,0.0,1.0,0.0,0.0
4580,0.756,0.244,0.0,0.4754
4581,0.0,0.0,0.0,0.0
4582,0.0,1.0,0.0,0.0
4583,0.0,0.0,0.0,0.0
4584,0.0,1.0,0.0,0.0
4585,0.756,0.244,0.0,0.4754
4586,0.0,0.0,0.0,0.0
4587,0.0,1.0,0.0,0.0
4588,0.0,0.0,0.0,0.0
4589,0.0,1.0,0.0,0.0
4590,0.677,0.323,0.0,0.6369
4591,0.0,1.0,0.0,0.0
4592,0.0,1.0,0.0,0.0
4593,0.0,1.0,0.0,0.0
4594,0.756,0.244,0.0,0.4754
4595,0.0,1.0,0.0,0.0
4596,0.0,1.0,0.0,0.0
4597,0.942,0.058,0.0,0.9466
4598,0.0,1.0,0.0,0.0
4599,0.0,1.0,0.0,0.0
4600,0.0,1.0,0.0,0.0
4601,0.0,1.0,0.0,0.0
4602,0.224,0.776,0.0,0.3818
4603,0.0,1.0,0.0,0.0
4604,0.085,0.915,0.0,0.0772
4605,0.0,1.0,0.0,0.0
4606,0.307,0.693,0.0,0.4767
4607,0.0,1.0,0.0,0.0
4608,0.418,0.182,0.4,0.0258
4609,0.0,1.0,0.0,0.0
4610,0.0,1.0,0.0,0.0
4611,0.0,1.0,0.0,0.0
4612,0.0,0.632,0.368,-0.5423
4613,0.0,1.0,0.0,0.0
4614,0.0,1.0,0.0,0.0
4615,0.0,1.0,0.0,0.0
4616,0.0,1.0,0.0,0.0
4617,0.406,0.391,0.203,0.9468
4618,0.0,1.0,0.0,0.0
4619,0.0,1.0,0.0,0.0
4620,0.583,0.417,0.0,0.6369
4621,0.0,1.0,0.0,0.0
4622,0.0,1.0,0.0,0.0
4623,0.315,0.685,0.0,0.3182
4624,0.365,0.635,0.0,0.3182
4625,1.0,0.0,0.0,0.4215
4626,0.0,1.0,0.0,0.0
4627,0.0,1.0,0.0,0.0
4628,0.0,1.0,0.0,0.0
4629,0.0,1.0,0.0,0.0
4630,0.231,0.769,0.0,0.2732
4631,0.565,0.435,0.0,0.7579
4632,0.0,1.0,0.0,0.0
4633,0.0,1.0,0.0,0.0
4634,0.0,1.0,0.0,0.0
4635,0.0,1.0,0.0,0.0
4636,0.0,1.0,0.0,0.0
4637,0.583,0.417,0.0,0.4215
4638,0.0,1.0,0.0,0.0
